sentence,label,source,clean_sentence,token_count
The worst phone I've ever had.... Only had it for a few months.,0,amazon,worst phone ive ever months,5
Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0,amazon,good item worked started problems auto reverse tape player,9
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0,amazon,embarassing also ears hurt try push ear plug ear,9
Protects the phone on all sides.,1,amazon,protects phone sides,3
This is a VERY average phone with bad battery life that operates on a weak network.,0,amazon,average phone bad battery life operates weak network,8
"Clear Skype Calls, Long Battery Life, Long Range.",1,amazon,clear skype calls long battery life long range,8
Soyo technology sucks.,0,amazon,soyo technology sucks,3
Great Hands Free Device.,1,amazon,great hands free device,4
"you can even take self portraits with the outside (exterior) display, very cool.",1,amazon,even take self portraits outside exterior display cool,8
Same problem as others have mentioned.,0,amazon,problem others mentioned,3
After trying many many handsfree gadgets this is the one that finally works well.,1,amazon,trying many many handsfree gadgets one finally works well,9
Magical Help.,1,amazon,magical help,2
The worst piece of crap ever along with the Verizon customer service.,0,amazon,worst piece crap ever along verizon customer service,8
Poor sound quality.,0,amazon,poor sound quality,3
The best phone in market :).,1,amazon,best phone market,3
It worked very well.,1,amazon,worked well,2
The company shipped my product very promptly and it works well.,1,amazon,company shipped product promptly works well,6
Exactly what I wanted.,1,amazon,exactly wanted,2
The picture resolution is far below what other comparably-priced phones are offering today.,0,amazon,picture resolution far comparablypriced phones offering today,7
This is a great deal.,1,amazon,great deal,2
"Excellent product, I am very satisfied with the purchase.",1,amazon,excellent product satisfied purchase,4
I highly recommend these and encourage people to give them a try.,1,amazon,highly recommend encourage people give try,6
Better than you'd expect.,1,amazon,better youd expect,3
"Using all earpieces, left or right, this thing will not stay on my ear.",0,amazon,using earpieces left right thing stay ear,7
Great product and price.,1,amazon,great product price,3
"Sounds good reasonably priced and effective, Its that simple !",1,amazon,sounds good reasonably priced effective simple,6
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0,amazon,still waiting im sure item would work well ever recieve,10
what a disappointment,0,amazon,disappointment,1
Very prompt service.,1,amazon,prompt service,2
Excellent product for the price.,1,amazon,excellent product price,3
Very pleased with this headset.,1,amazon,pleased headset,2
don't waste your money and time.,0,amazon,dont waste money time,4
I especially love the long battery life.,1,amazon,especially love long battery life,5
"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0,amazon,stupid keep buying new chargers car chargers cradles headphones car kits every time new phone comes,16
Works great.,1,amazon,works great,2
Plantronics Bluetooth Excelent Buy.,1,amazon,plantronics bluetooth excelent buy,4
I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0,amazon,came verizon cingulair nicer cell phones first thing noticed really bad service,12
I'll be looking for a new earpiece.,0,amazon,ill looking new earpiece,4
I highly recommend this device to everyone!,1,amazon,highly recommend device everyone,4
Jawbone Era is awesome too!,1,amazon,jawbone era awesome,3
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,0,amazon,received white colored battery goes dead couple hoursthe original used last week still lasts longer thereplacement,16
After a year the battery went completely dead on my headset.,0,amazon,year battery went completely dead headset,6
"I have used several phone in two years, but this one is the best.",1,amazon,used several phone two years one best,7
An Awesome New Look For Fall 2000!.,1,amazon,awesome new look fall,4
This is the first phone I've had that has been so cheaply made.,0,amazon,first phone ive cheaply made,5
"Att is not clear, sound is very distorted and you have to yell when you talk.",0,amazon,att clear sound distorted yell talk,6
The plastic breaks really easy on this clip.,0,amazon,plastic breaks really easy clip,5
Price is good too.,1,amazon,price good,2
Don't make the same mistake I did.,0,amazon,dont make mistake,3
Oh and I forgot to also mention the weird color effect it has on your phone.,0,amazon,oh forgot also mention weird color effect phone,8
I'm using it with an iriver SPINN (with case) and it fits fine.,1,amazon,im using iriver spinn case fits fine,7
Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0,amazon,also area unit broke im fond magnetic strap,8
"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1,amazon,overall psyched phone appointments contacts gets great reception,8
"every thing on phone work perfectly, she like it.",1,amazon,every thing phone work perfectly like,6
"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0,amazon,another note phones appearance really looks rather bland especially black model,11
IT'S REALLY EASY.,1,amazon,really easy,2
My Sanyo has survived dozens of drops on blacktop without ill effect.,1,amazon,sanyo survived dozens drops blacktop without ill effect,8
Fantastic earphones.,1,amazon,fantastic earphones,2
It finds my cell phone right away when I enter the car.,1,amazon,finds cell phone right away enter car,7
Low Quality.,0,amazon,low quality,2
I highly recommend this modest priced cellular phone.,1,amazon,highly recommend modest priced cellular phone,6
But it does get better reception and clarity than any phone I've had before.,1,amazon,get better reception clarity phone ive,6
Warning - Stay away.,0,amazon,warning stay away,3
I wish I could return the unit and get back my money.,0,amazon,wish could return unit get back money,7
Awsome Device Works Great!!.,1,amazon,awsome device works great,4
I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0,amazon,used talk hours battery would literally drained dying,8
"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0,amazon,dont find bad unit comes one earpad onlyi would recommend anyone,11
Very Displeased.,0,amazon,displeased,1
"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0,amazon,might gotten defect would risk buying built quality alone,9
They made this case too small and is very difficult to install.,0,amazon,made case small difficult install,5
Restored my phone to like new performance.,1,amazon,restored phone like new performance,5
"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1,amazon,would recommend purchasing jabra jx series works flawlessly moto q go figure,12
"I searched the Internet, and found this one to be the best value.",1,amazon,searched internet found one best value,6
Does not fit.,0,amazon,fit,1
Very happy with this product.,1,amazon,happy product,2
"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1,amazon,screen size big key pad lit well enough camera quality excellent camera phone,13
There's really nothing bad I can say about this headset.,0,amazon,theres really nothing bad say headset,6
"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1,amazon,im glad found product amazon hard find wasnt high priced,10
